"Name","slide","Group"
"201409043 DIFF.ndpi.h22.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h23.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h24.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h25.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h26.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h27.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h28.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h29.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h3.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h30.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h31.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h32.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h33.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h34.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h35.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h36.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h37.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h38.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h39.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h4.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h40.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h41.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h42.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h43.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h44.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h45.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h46.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h47.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h48.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h49.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h5.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h50.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h51.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h6.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h7.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h8.jpg","201409043","DIFF"
"201409043 DIFF.ndpi.h9.jpg","201409043","DIFF"
"201409291 DIFF.ndpi.h1.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h10.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h11.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h12.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h13.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h14.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h15.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h16.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h17.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h18.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h19.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h2.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h20.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h21.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h22.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h23.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h24.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h25.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h26.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h27.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h28.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h29.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h3.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h30.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h31.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h32.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h33.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h34.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h35.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h36.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h37.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h38.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h39.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h4.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h40.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h41.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h42.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h43.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h44.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h45.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h46.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h47.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h48.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h49.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h5.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h50.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h51.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h6.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h7.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h8.jpg","201409291","DIFF"
"201409291 DIFF.ndpi.h9.jpg","201409291","DIFF"
"201409341 B STEM.ndpi.h1.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h10.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h11.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h12.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h13.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h14.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h15.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h16.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h17.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h18.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h19.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h2.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h20.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h21.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h22.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h23.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h24.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h25.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h26.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h27.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h28.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h29.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h3.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h30.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h31.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h32.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h33.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h34.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h35.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h36.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h37.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h38.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h39.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h4.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h40.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h41.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h42.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h43.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h44.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h45.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h46.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h47.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h48.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h49.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h5.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h50.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h51.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h6.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h7.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h8.jpg","201409341","STEM"
"201409341 B STEM.ndpi.h9.jpg","201409341","STEM"
"201409341 STEM.ndpi.h1.jpg","201409341","STEM"
"201409341 STEM.ndpi.h10.jpg","201409341","STEM"
"201409341 STEM.ndpi.h11.jpg","201409341","STEM"
"201409341 STEM.ndpi.h12.jpg","201409341","STEM"
"201409341 STEM.ndpi.h13.jpg","201409341","STEM"
"201409341 STEM.ndpi.h14.jpg","201409341","STEM"
"201409341 STEM.ndpi.h15.jpg","201409341","STEM"
"201409341 STEM.ndpi.h16.jpg","201409341","STEM"
"201409341 STEM.ndpi.h17.jpg","201409341","STEM"
"201409341 STEM.ndpi.h18.jpg","201409341","STEM"
"201409341 STEM.ndpi.h19.jpg","201409341","STEM"
"201409341 STEM.ndpi.h2.jpg","201409341","STEM"
"201409341 STEM.ndpi.h20.jpg","201409341","STEM"
"201409341 STEM.ndpi.h21.jpg","201409341","STEM"
"201409341 STEM.ndpi.h22.jpg","201409341","STEM"
"201409341 STEM.ndpi.h23.jpg","201409341","STEM"
"201409341 STEM.ndpi.h24.jpg","201409341","STEM"
"201409341 STEM.ndpi.h25.jpg","201409341","STEM"
"201409341 STEM.ndpi.h26.jpg","201409341","STEM"
"201409341 STEM.ndpi.h27.jpg","201409341","STEM"
"201409341 STEM.ndpi.h28.jpg","201409341","STEM"
"201409341 STEM.ndpi.h29.jpg","201409341","STEM"
"201409341 STEM.ndpi.h3.jpg","201409341","STEM"
"201409341 STEM.ndpi.h30.jpg","201409341","STEM"
"201409341 STEM.ndpi.h31.jpg","201409341","STEM"
"201409341 STEM.ndpi.h32.jpg","201409341","STEM"
"201409341 STEM.ndpi.h33.jpg","201409341","STEM"
"201409341 STEM.ndpi.h34.jpg","201409341","STEM"
"201409341 STEM.ndpi.h35.jpg","201409341","STEM"
"201409341 STEM.ndpi.h36.jpg","201409341","STEM"
"201409341 STEM.ndpi.h37.jpg","201409341","STEM"
"201409341 STEM.ndpi.h38.jpg","201409341","STEM"
"201409341 STEM.ndpi.h39.jpg","201409341","STEM"
"201409341 STEM.ndpi.h4.jpg","201409341","STEM"
"201409341 STEM.ndpi.h40.jpg","201409341","STEM"
"201409341 STEM.ndpi.h41.jpg","201409341","STEM"
"201409341 STEM.ndpi.h42.jpg","201409341","STEM"
"201409341 STEM.ndpi.h43.jpg","201409341","STEM"
"201409341 STEM.ndpi.h44.jpg","201409341","STEM"
"201409341 STEM.ndpi.h45.jpg","201409341","STEM"
"201409341 STEM.ndpi.h46.jpg","201409341","STEM"
"201409341 STEM.ndpi.h47.jpg","201409341","STEM"
"201409341 STEM.ndpi.h48.jpg","201409341","STEM"
"201409341 STEM.ndpi.h49.jpg","201409341","STEM"
"201409341 STEM.ndpi.h5.jpg","201409341","STEM"
"201409341 STEM.ndpi.h50.jpg","201409341","STEM"
"201409341 STEM.ndpi.h51.jpg","201409341","STEM"
"201409341 STEM.ndpi.h6.jpg","201409341","STEM"
"201409341 STEM.ndpi.h7.jpg","201409341","STEM"
"201409341 STEM.ndpi.h8.jpg","201409341","STEM"
"201409341 STEM.ndpi.h9.jpg","201409341","STEM"
"201409342 STEM.ndpi.h1.jpg","201409342","STEM"
"201409342 STEM.ndpi.h10.jpg","201409342","STEM"
"201409342 STEM.ndpi.h11.jpg","201409342","STEM"
"201409342 STEM.ndpi.h12.jpg","201409342","STEM"
"201409342 STEM.ndpi.h13.jpg","201409342","STEM"
"201409342 STEM.ndpi.h14.jpg","201409342","STEM"
"201409342 STEM.ndpi.h15.jpg","201409342","STEM"
"201409342 STEM.ndpi.h16.jpg","201409342","STEM"
"201409342 STEM.ndpi.h17.jpg","201409342","STEM"
"201409342 STEM.ndpi.h18.jpg","201409342","STEM"
"201409342 STEM.ndpi.h19.jpg","201409342","STEM"
"201409342 STEM.ndpi.h2.jpg","201409342","STEM"
"201409342 STEM.ndpi.h20.jpg","201409342","STEM"
"201409342 STEM.ndpi.h21.jpg","201409342","STEM"
"201409342 STEM.ndpi.h22.jpg","201409342","STEM"
"201409342 STEM.ndpi.h23.jpg","201409342","STEM"
"201409342 STEM.ndpi.h24.jpg","201409342","STEM"
"201409342 STEM.ndpi.h25.jpg","201409342","STEM"
"201409342 STEM.ndpi.h26.jpg","201409342","STEM"
"201409342 STEM.ndpi.h27.jpg","201409342","STEM"
"201409342 STEM.ndpi.h28.jpg","201409342","STEM"
"201409342 STEM.ndpi.h29.jpg","201409342","STEM"
"201409342 STEM.ndpi.h3.jpg","201409342","STEM"
"201409342 STEM.ndpi.h30.jpg","201409342","STEM"
"201409342 STEM.ndpi.h31.jpg","201409342","STEM"
"201409342 STEM.ndpi.h32.jpg","201409342","STEM"
"201409342 STEM.ndpi.h33.jpg","201409342","STEM"
"201409342 STEM.ndpi.h34.jpg","201409342","STEM"
"201409342 STEM.ndpi.h35.jpg","201409342","STEM"
"201409342 STEM.ndpi.h36.jpg","201409342","STEM"
"201409342 STEM.ndpi.h37.jpg","201409342","STEM"
"201409342 STEM.ndpi.h38.jpg","201409342","STEM"
"201409342 STEM.ndpi.h39.jpg","201409342","STEM"
"201409342 STEM.ndpi.h4.jpg","201409342","STEM"
"201409342 STEM.ndpi.h40.jpg","201409342","STEM"
"201409342 STEM.ndpi.h41.jpg","201409342","STEM"
"201409342 STEM.ndpi.h42.jpg","201409342","STEM"
"201409342 STEM.ndpi.h43.jpg","201409342","STEM"
"201409342 STEM.ndpi.h44.jpg","201409342","STEM"
"201409342 STEM.ndpi.h45.jpg","201409342","STEM"
"201409342 STEM.ndpi.h46.jpg","201409342","STEM"
"201409342 STEM.ndpi.h47.jpg","201409342","STEM"
"201409342 STEM.ndpi.h48.jpg","201409342","STEM"
"201409342 STEM.ndpi.h49.jpg","201409342","STEM"
"201409342 STEM.ndpi.h5.jpg","201409342","STEM"
"201409342 STEM.ndpi.h50.jpg","201409342","STEM"
"201409342 STEM.ndpi.h51.jpg","201409342","STEM"
"201409342 STEM.ndpi.h6.jpg","201409342","STEM"
"201409342 STEM.ndpi.h7.jpg","201409342","STEM"
"201409342 STEM.ndpi.h8.jpg","201409342","STEM"
"201409342 STEM.ndpi.h9.jpg","201409342","STEM"
"201409343 MET.ndpi.h1.jpg","201409343","MET"
"201409343 MET.ndpi.h10.jpg","201409343","MET"
"201409343 MET.ndpi.h11.jpg","201409343","MET"
"201409343 MET.ndpi.h12.jpg","201409343","MET"
"201409343 MET.ndpi.h13.jpg","201409343","MET"
"201409343 MET.ndpi.h14.jpg","201409343","MET"
"201409343 MET.ndpi.h15.jpg","201409343","MET"
"201409343 MET.ndpi.h16.jpg","201409343","MET"
"201409343 MET.ndpi.h17.jpg","201409343","MET"
"201409343 MET.ndpi.h18.jpg","201409343","MET"
"201409343 MET.ndpi.h19.jpg","201409343","MET"
"201409343 MET.ndpi.h2.jpg","201409343","MET"
"201409343 MET.ndpi.h20.jpg","201409343","MET"
"201409343 MET.ndpi.h21.jpg","201409343","MET"
"201409343 MET.ndpi.h22.jpg","201409343","MET"
"201409343 MET.ndpi.h23.jpg","201409343","MET"
"201409343 MET.ndpi.h24.jpg","201409343","MET"
"201409343 MET.ndpi.h25.jpg","201409343","MET"
"201409343 MET.ndpi.h26.jpg","201409343","MET"
"201409343 MET.ndpi.h27.jpg","201409343","MET"
"201409343 MET.ndpi.h28.jpg","201409343","MET"
"201409343 MET.ndpi.h29.jpg","201409343","MET"
"201409343 MET.ndpi.h3.jpg","201409343","MET"
"201409343 MET.ndpi.h30.jpg","201409343","MET"
"201409343 MET.ndpi.h31.jpg","201409343","MET"
"201409343 MET.ndpi.h32.jpg","201409343","MET"
"201409343 MET.ndpi.h33.jpg","201409343","MET"
"201409343 MET.ndpi.h34.jpg","201409343","MET"
"201409343 MET.ndpi.h35.jpg","201409343","MET"
"201409343 MET.ndpi.h36.jpg","201409343","MET"
"201409343 MET.ndpi.h37.jpg","201409343","MET"
"201409343 MET.ndpi.h38.jpg","201409343","MET"
"201409343 MET.ndpi.h39.jpg","201409343","MET"
"201409343 MET.ndpi.h4.jpg","201409343","MET"
"201409343 MET.ndpi.h40.jpg","201409343","MET"
"201409343 MET.ndpi.h41.jpg","201409343","MET"
"201409343 MET.ndpi.h42.jpg","201409343","MET"
"201409343 MET.ndpi.h43.jpg","201409343","MET"
"201409343 MET.ndpi.h44.jpg","201409343","MET"
"201409343 MET.ndpi.h45.jpg","201409343","MET"
"201409343 MET.ndpi.h46.jpg","201409343","MET"
"201409343 MET.ndpi.h47.jpg","201409343","MET"
"201409343 MET.ndpi.h48.jpg","201409343","MET"
"201409343 MET.ndpi.h49.jpg","201409343","MET"
"201409343 MET.ndpi.h5.jpg","201409343","MET"
"201409343 MET.ndpi.h50.jpg","201409343","MET"
"201409343 MET.ndpi.h51.jpg","201409343","MET"
"201409343 MET.ndpi.h6.jpg","201409343","MET"
"201409343 MET.ndpi.h7.jpg","201409343","MET"
"201409343 MET.ndpi.h8.jpg","201409343","MET"
"201409343 MET.ndpi.h9.jpg","201409343","MET"
"201409460 DIFF.ndpi.h1.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h10.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h11.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h12.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h13.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h14.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h15.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h16.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h17.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h18.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h19.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h2.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h20.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h21.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h22.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h23.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h24.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h25.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h26.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h27.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h28.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h29.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h3.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h30.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h31.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h32.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h33.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h34.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h35.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h36.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h37.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h38.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h39.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h4.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h40.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h41.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h42.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h43.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h44.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h45.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h46.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h47.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h48.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h49.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h5.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h50.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h51.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h6.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h7.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h8.jpg","201409460","DIFF"
"201409460 DIFF.ndpi.h9.jpg","201409460","DIFF"
"201409530 DIFF.ndpi.h1.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h10.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h11.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h12.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h13.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h14.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h15.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h16.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h17.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h18.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h19.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h2.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h20.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h21.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h22.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h23.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h24.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h25.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h26.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h27.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h28.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h29.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h3.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h30.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h31.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h32.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h33.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h34.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h35.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h36.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h37.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h38.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h39.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h4.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h40.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h41.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h42.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h43.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h44.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h45.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h46.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h47.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h48.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h49.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h5.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h50.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h51.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h6.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h7.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h8.jpg","201409530","DIFF"
"201409530 DIFF.ndpi.h9.jpg","201409530","DIFF"
"201409534 B STEM.ndpi.h1.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h10.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h11.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h12.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h13.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h14.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h15.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h16.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h17.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h18.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h19.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h2.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h20.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h21.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h22.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h23.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h24.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h25.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h26.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h27.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h28.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h29.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h3.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h30.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h31.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h32.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h33.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h34.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h35.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h36.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h37.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h38.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h39.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h4.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h40.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h41.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h42.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h43.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h44.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h45.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h46.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h47.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h48.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h49.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h5.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h50.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h51.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h6.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h7.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h8.jpg","201409534","STEM"
"201409534 B STEM.ndpi.h9.jpg","201409534","STEM"
"201409534 STEM.ndpi.h1.jpg","201409534","STEM"
"201409534 STEM.ndpi.h10.jpg","201409534","STEM"
"201409534 STEM.ndpi.h11.jpg","201409534","STEM"
"201409534 STEM.ndpi.h12.jpg","201409534","STEM"
"201409534 STEM.ndpi.h13.jpg","201409534","STEM"
"201409534 STEM.ndpi.h14.jpg","201409534","STEM"
"201409534 STEM.ndpi.h15.jpg","201409534","STEM"
"201409534 STEM.ndpi.h16.jpg","201409534","STEM"
