"","Name","slide","Group","dense_168","inception_res_389","inception_1150","inception_res_337","inception_res_454","dense_409","resnet_838","vgg_483","resnet_481","resnet_1848","dense_257","dense_236","dense_318","dense_352","dense_400","dense_133","vgg_27","inception_res_1232","inception_res_433","dense_596","dense_479","dense_725","resnet_2002","dense_52","inception_res_1268","vgg_264","dense_143","dense_311","dense_365","resnet_475","dense_447","inception_res_423","dense_382","inception_res_257","dense_714","dense_34","dense_368","vgg_335","dense_135","vgg_247","data"
"684","201407211 DIFF.ndpi.h28.jpg","201407211","DIFF",0.0018539475,0.49225006,0.4028853,1.3724084,0.26447418,1.7288789,0.00074281497,0.095035926,0.042804368,0,0.100434676,0.016115725,0.0015643286,0.0029851364,0.00791704,0.22011936,0.04878202,0.6076794,1.6712314,0.8112112,0.00427768,0.4250468,2.5272672,0.04624014,1.0265505,0.39874855,0.13866697,0.0009415565,0.0050273137,0.022277445,0.26867732,2.1167605,0.00076115725,0.0430177,0.8038084,0.37681758,0.030811515,0.26656508,0.054114275,0.056237187,"Discovery"
"685","201407211 DIFF.ndpi.h29.jpg","201407211","DIFF",0.0030261653,0.36180022,0.080750935,0.37700644,0.06875313,1.5929749,0.00021579314,0.10311252,0.057356562,0.00041716438,0.21087275,0.03155285,0.0017406996,0.003150004,0.009091503,0.15047418,0.090639964,0.078385785,0.9257709,0.013243392,0.0019126303,0.42255545,2.471569,0.027525112,0.33248904,0.24059837,0.20927411,0.0012957419,0.0074923476,0.018896554,0.4448138,2.0962598,0.0010156684,0.017243907,0.36716184,0.43519297,0.031567287,0.17904007,0.109584,0.11485414,"Discovery"
"686","201407211 DIFF.ndpi.h3.jpg","201407211","DIFF",0.0016606491,0.27623165,0.024998102,0.0014100949,0.037898574,2.4797127,0.0014025533,0.013559409,0.05344507,0.001561683,0.20984167,0.023856448,0.0013122294,0.0034234235,0.005997032,0.12599866,0.017558362,0.12639116,0.7327504,0.005164353,0.00061361806,0.9200882,2.576666,0.029491935,0.03152877,0.5891973,0.018568309,0.0007935633,0.010922345,0.018750168,0.5792313,0.8049091,0.0011797544,0.6626562,0.9071726,0.73866373,0.017388334,0.003683164,0.07697768,0,"Discovery"
"687","201407211 DIFF.ndpi.h30.jpg","201407211","DIFF",0.0018391218,0.28990594,0.15126808,0.8512041,0.11593382,2.0290241,0.0032378898,0.108207025,0.051190976,0,0.3611003,0.023796922,0.0012794595,0.0023745357,0.013694526,0.12158867,0.06841186,0.15900654,0.4493136,0.23215325,0.002375511,0.0135740265,2.4159632,0.03152625,0.1849733,0.34169835,0.33521694,0.0015116,0.013666951,0.029647265,0.5293954,1.875425,0.0014312882,0.008396537,0.3379333,0.32460827,0.027326213,0.03875903,0.033873647,0.026449595,"Discovery"
"688","201407211 DIFF.ndpi.h31.jpg","201407211","DIFF",0.0011119241,0.21223928,0.35359523,0.14412819,0.050362542,2.3938804,0,0.070171,0.04819528,0.0013548696,0.3590869,0.026580555,0.0019448093,0.0027466884,0.0062552877,0.07877573,0.046032876,0.016008364,0.108006306,0.16070333,0.00804772,3.1061013,2.5034232,0.034943115,0.12976722,0.2896847,0.10358464,0.0009867838,0.009376871,0.018328857,0.40886426,0.3340435,0.0010541744,0.17128459,0.06292062,0.4626303,0.061869532,0.30759078,0.065063864,0.15766871,"Discovery"
"689","201407211 DIFF.ndpi.h32.jpg","201407211","DIFF",0.002789775,0.3830956,0.055414658,0.27017233,0.08435128,1.020732,0.00061609794,0.08294291,0.04540041,0.00251263,0.15533118,0.028830752,0.0006758817,0.0030171433,0.0073265554,0.20080495,0.0717336,0.07156844,1.6495006,0.3047618,0.004127393,1.4525822,2.607191,0.02234666,0.15255974,0.14374891,0.3070417,0.0017643535,0.010265394,0.017290618,0.4166503,1.1089128,0.0015129442,0.6854749,0.16290852,0.6157539,0.033503067,0.30756667,0.18736443,0.15836401,"Discovery"
"690","201407211 DIFF.ndpi.h33.jpg","201407211","DIFF",0.0016226881,0.031894423,0,0.09822972,0.062961936,3.1430905,0.0016651446,0.23892939,0.059454415,0.0028985739,0.4433474,0.028036179,0.0018211976,0.0034513047,0.010926391,0.02813883,0.043265898,0,0.15589774,0.09211444,0.0057783723,1.1698502,2.550238,0.032484252,0.00015238508,0.31778765,0.17326914,0.00111035,0.013033665,0.019835878,0.57056284,0.72621506,0.0018877266,0,0.15414642,0.27453035,0.03032499,0.25251588,0.039644852,0.104302905,"Discovery"
"691","201407211 DIFF.ndpi.h34.jpg","201407211","DIFF",0.0018175489,0.42286125,0.77208537,0.7051458,0.24159722,1.9391171,0.002263838,0.110167876,0.04896406,0,0.2972238,0.027537584,0.0013485004,0.0031285952,0.011748004,0.16664618,0.041387416,0.18709701,0.54016405,0.13031036,0.0014182448,0.5759102,2.396398,0.026685169,0.00934654,0.29910764,0.19977047,0.0013013756,0.010109064,0.023717707,0.5188896,1.8252923,0.0019047145,0.32956752,1.2677882,0.32573605,0.014462647,0.010634244,0.016581459,0,"Discovery"
"692","201407211 DIFF.ndpi.h35.jpg","201407211","DIFF",0.0013921142,0.93469507,0.47704345,0.25487623,0.051313892,1.8023239,0,0.04259767,0.04588895,0,0.17357875,0.019115828,0.0010778743,0.0023056013,0.006546925,0.113375366,0.0405415,0.14560555,1.2309637,0.3265628,0.0017921284,2.3992064,2.464003,0.033059526,0.17981243,0.61598617,0.08944601,0.000945917,0.01413857,0.013089732,0.6062903,0.18720764,0.001370507,0.34521377,0.20455965,0.6258321,0.05159157,0.10631689,0.12946357,0,"Discovery"
"693","201407211 DIFF.ndpi.h36.jpg","201407211","DIFF",0.0010909389,0.01044618,0.40757325,1.0093273,0.015111957,2.566592,0,0.14653672,0.053022843,0.0023497245,0.33599243,0.018959781,0.0020538303,0.0023205448,0.0106411325,0.10648203,0.09603049,0.0634607,0.5079889,0.2529288,0.014167428,1.9500523,2.5167427,0.038654126,0.6054742,0.23429412,0.045496862,0.0007408068,0.011408916,0.017331017,0.59993446,0.83108383,0.001330417,0.2593527,0.31201956,0.48152086,0.04180258,0.2872653,0.071300626,0.12707773,"Discovery"
"694","201407211 DIFF.ndpi.h37.jpg","201407211","DIFF",0.0011318881,0.017429454,0,0.06962016,0.09134823,3.1887848,0.0041912184,0.18844447,0.06073311,0.0026527473,0.46932447,0.026121855,0.0020914958,0.0030136812,0.011894982,0.016095784,0.03357122,0.019144047,0.40297377,0.27589187,0.0059999134,0.92856133,2.5855157,0.0324914,0.081644796,0.30975464,0.23788027,0.0011294413,0.01476898,0.021684075,0.59776145,1.1375383,0.0013927396,0.06530446,0.24384278,0.3023503,0.040594332,0.104915366,0.08272159,0.04482371,"Discovery"
"695","201407211 DIFF.ndpi.h38.jpg","201407211","DIFF",0.0015322933,0.078555815,0.17085499,0.81295633,0,1.7338009,0,0.037727375,0.052917574,0.0010374663,0.26333308,0.02333448,0.0009788281,0.0022258037,0.006581584,0.2020963,0.060903266,0.3963853,0.5182321,0.069154136,0.0069330535,2.2405846,2.4806776,0.04111428,0.99510163,0.28259245,0.015655968,0.0006804971,0.009720545,0.01679646,0.3957181,1.1256443,0.0006066273,0.6737766,0.43823487,0.6721201,0.05109486,0.35935897,0.05144583,0.253601,"Discovery"
"696","201407211 DIFF.ndpi.h39.jpg","201407211","DIFF",0.001855226,0.2599885,1.3591104,0.33649358,0.09766901,2.2677085,0.0016595782,0.04931453,0.052576743,0,0.25435314,0.011953354,0.0013091846,0.0017611723,0.00726549,0.122293346,0.049330313,0.16580126,1.0865326,1.7638268,0.011830562,0.5242813,2.57794,0.03656486,0.19606194,0.14251767,0.0073605157,0.00076402025,0.008126693,0.020990474,0.22772712,1.1281842,0.0013435845,0.07423953,0.4051546,0.6280079,0.057919852,0.43321544,0.07770383,0.07201984,"Discovery"
"697","201407211 DIFF.ndpi.h4.jpg","201407211","DIFF",0.0007828882,0.25162566,0.11561833,0.014349575,0.093236014,2.2885888,0,0.004660874,0.05361897,0.000109825814,0.18003023,0.024029654,0.0010293147,0.0029031215,0.004283148,0.18145186,0.0042681866,0.047221452,2.0288322,0.05001413,0.00019801017,1.901543,2.5811646,0.03416483,0.29173055,0.7746606,0.12192637,0.0005806366,0.013770561,0.01907195,0.5730158,0.9816078,0.0012052512,0.27989465,1.5188348,0.6217797,0.016164018,0,0.09955917,0,"Discovery"
"698","201407211 DIFF.ndpi.h40.jpg","201407211","DIFF",0.0020332034,0.23169808,0.63834006,0.21292716,0.21822686,1.7067038,0,0.023506928,0.05953552,4.1725685e-05,0.16206865,0.012953125,0.0007762174,0.0021783665,0.00616664,0.19502889,0.10342598,0.2520976,0.3696645,0.3569912,0.006306714,1.951655,2.5319254,0.034638293,0.17079695,0.23365435,0,0.0009847158,0.015148364,0.018967588,0.31894827,0.47404957,0.0005834247,0.09905772,0.6440443,0.87488985,0.05418318,0.3102201,0.14966157,0.054202005,"Discovery"
"699","201407211 DIFF.ndpi.h41.jpg","201407211","DIFF",0.0016510801,0.051289435,0,0.44955912,0.0018902018,2.0644372,0,0.07247455,0.051896125,0.00053936365,0.24665521,0.021583175,0.001529354,0.0024339936,0.008474352,0.16560864,0.08919972,0.14333741,0.4221249,0.23262592,0.00882019,1.4800831,2.4718106,0.039270103,0.3969818,0.2713435,0,0.0008490259,0.0067201094,0.017792802,0.28859964,0.3557348,0.0006003769,0.22679836,0.6522746,0.65744853,0.058421914,0.32077798,0.05144461,0.111039616,"Discovery"
"700","201407211 DIFF.ndpi.h42.jpg","201407211","DIFF",0.0023749564,0.67882574,0.0011814627,0.34351897,0.25596896,2.0034761,0.005878444,0.12788045,0.06633857,0.0034213674,0.24926941,0.030870864,0.001344635,0.0024717448,0.008435346,0.2663434,0.057529133,0.10444933,0.78464586,0.0006986388,0.002196826,0.7358351,2.7365007,0.030965418,0.30243635,0.06735925,0.080294885,0.0012049408,0.004817689,0.014131546,0.28746673,1.736131,0.0011614575,0.016149694,0.16662419,0.637898,0.045424953,0.42423886,0.12624618,0.18207015,"Discovery"
"701","201407211 DIFF.ndpi.h43.jpg","201407211","DIFF",0.0017633678,0.58672833,0.37641257,0.10050314,0.15093216,1.7957085,0.00039332252,0.05346244,0.054892655,0.0006237103,0.2531258,0.028857294,0.0013384372,0.0025151537,0.0115663735,0.11291737,0.022061536,0.17026661,1.6150419,0.35050243,0.0068599754,0.17410588,2.5071588,0.035310518,0.18811485,0.30888632,0.09126274,0.0012547993,0.008120347,0.024808366,0.43576446,1.4677587,0.0013604851,0.23141605,0.46492356,0.3015626,0.035859674,0.08963437,0.054440465,0.036832534,"Discovery"
"702","201407211 DIFF.ndpi.h44.jpg","201407211","DIFF",0.0021333413,0.26885834,0.6333048,0.51578283,0.06418086,2.255565,0,0.030898824,0.054660734,0,0.35968274,0.028337969,0.0014118135,0.002953002,0.010795038,0.1028717,0.03744141,0.0029539901,0.49177602,0.11709802,0.0026103326,0.1779633,2.4494662,0.033297893,0.1830658,0.3869596,0.22742808,0.0012228112,0.012595765,0.021347197,0.5018902,0.82042044,0.0014077509,0.7634489,0.3995959,0.5273162,0.033524595,0.030704241,0.0937255,0.00065832725,"Discovery"
"703","201407211 DIFF.ndpi.h45.jpg","201407211","DIFF",0.0032762666,0.46219182,0.77979106,0.81649244,0.014334633,1.4714131,0.003586268,0.08914602,0.062045444,0.0015136685,0.3334443,0.027992597,0.0009737127,0.0026307013,0.013168922,0.27892897,0.10770305,0.23076658,0.7919993,0.26641497,0.0046769083,0.2998124,2.582936,0.038083103,0.885482,0.2617226,0.19079928,0.0015539697,0.007559775,0.018150732,0.48056293,1.8275679,0.00063568464,0,0.70278907,0.5063271,0.020569071,0.23532411,0.093653776,0.0007366006,"Discovery"
"704","201407211 DIFF.ndpi.h46.jpg","201407211","DIFF",0.0017368635,0.023354582,0,0.028007269,0.061216462,2.0630236,0.0033516446,0.16689378,0.06202674,0.0026476406,0.25474247,0.03105432,0.0015940304,0.0032895599,0.008475875,0.09686188,0.05947025,0.066748895,0.38261214,0.1305942,0.0013617253,0.58114195,2.5763383,0.037501056,0.33337924,0.31800973,0.12024895,0.0008866666,0.009021486,0.018560495,0.314606,1.190088,0.0010921883,0.13639936,0.4147429,0.49194598,0.039653655,0.15182145,0.04203221,0.09552949,"Discovery"
"705","201407211 DIFF.ndpi.h47.jpg","201407211","DIFF",0.0022278808,0.20921583,0,0.43504965,0.07777168,2.293359,0.0018621951,0.102974854,0.04176777,0.000863501,0.3006102,0.028027358,0.0014800135,0.002938724,0.011421259,0.11947463,0.047726605,0.013212758,1.0145445,0.46929815,0.001443336,0.37629506,2.456972,0.03521752,0.08227273,0.35838628,0.21557692,0.0015832892,0.011301944,0.02257669,0.453272,1.7516441,0.0010911966,0.095604114,0.57513815,0.30511147,0.022188988,0.09239352,0.053533826,0.018217875,"Discovery"
"706","201407211 DIFF.ndpi.h48.jpg","201407211","DIFF",0.0013886775,0.44362897,0,0.013596778,0.06960916,2.1029305,0,0.06896282,0.053755518,0,0.23079222,0.01727943,0.0011912737,0.0026708643,0.005068995,0.1297256,0.06918298,0.1255502,1.9040892,0.18227497,0.003836325,2.3330066,2.570413,0.040503323,0.7970758,0.5115269,0.014620233,0.0006445917,0.010799011,0.020792931,0.33782122,0.75218797,0.001400721,0.11857349,0.408457,0.45113778,0.04682054,0.19253959,0.09228808,0.15449508,"Discovery"
"707","201407211 DIFF.ndpi.h49.jpg","201407211","DIFF",0.0017579555,0.05672319,0.016407803,0.28399703,0.0053314264,2.3567483,0,0.10982033,0.048112605,0.00014641091,0.34442702,0.019950014,0.0018414777,0.0026933253,0.010782273,0.07119127,0.06353521,0.0072480566,0.265259,0.21102065,0.0055633327,2.184719,2.440437,0.03308055,0.5849124,0.34022468,0.05378615,0.001152765,0.014129424,0.019278876,0.57218105,0.745024,0.0016119784,0.57348514,0.14802226,0.3045819,0.052106112,0.21620017,0.100444436,0.06330979,"Discovery"
"708","201407211 DIFF.ndpi.h5.jpg","201407211","DIFF",0.0025911944,0.3890014,0.0006190586,0.09895069,0.007876661,1.5193237,6.410541e-05,0.07756544,0.056212157,0,0.23600271,0.025370052,0.0010863089,0.0028300453,0.0076126773,0.20967676,0.06445615,0.035498425,0.7781533,0.6689712,0.00282369,0.19635595,2.4089983,0.028030194,0.07459691,0.31628448,0.41893324,0.0014772478,0.010892165,0.022645107,0.5211415,1.8439919,0.0011670074,0.65891707,0.14083697,0.6135285,0.03573406,0.087120846,0.19098172,0.03749267,"Discovery"
"709","201407211 DIFF.ndpi.h50.jpg","201407211","DIFF",0.0013303574,0.017848361,0,0.0040245247,0.00813091,2.673651,0.0037454295,0.17638174,0.061498232,0.002782503,0.3004315,0.03119677,0.0016109641,0.0035361927,0.004912761,0.09285138,0.03220953,0.015227739,0.47400677,0.12562995,0.0027634571,0.93193084,2.5779624,0.035482444,0.23018712,0.41144165,0.065112576,0.0010067285,0.010296379,0.02313595,0.4120941,0.6477136,0.00075277546,0.24763948,0.4414884,0.67757136,0.023723008,0.09869748,0.06612896,0.07379398,"Discovery"
"710","201407211 DIFF.ndpi.h51.jpg","201407211","DIFF",0.0015940845,0.039587367,0.31291226,0,0.20765926,2.4469087,0,0.18034625,0.04551257,0.0014994363,0.30541676,0.021300523,0.0016772271,0.0028806564,0.00718542,0.07335172,0.040683057,0.0847595,1.0423545,0.083857276,0.008288302,2.1152418,2.416078,0.04046848,1.3568546,0.3619914,0.013011575,0.00090678455,0.009632436,0.023356216,0.4303996,0.6166409,0.0011504664,0.09692671,0.22597483,0.50354177,0.035871148,0.26113436,0.078298256,0.114073426,"Discovery"
"711","201407211 DIFF.ndpi.h6.jpg","201407211","DIFF",0.0016818999,0.14670862,0.0057677985,0.3341745,0.08348978,2.6946046,0,0.12620814,0.05148314,0.0007029553,0.41327175,0.021247866,0.0019220992,0.0031500184,0.011020111,0.056836266,0.01897868,0.06511442,0.32810605,0.1302558,0.0059552477,2.4806824,2.4535632,0.037671488,0.99195653,0.33060876,0.03939206,0.0010686402,0.010735483,0.023128318,0.49675447,1.1730348,0.001245474,0.34324133,0.061913755,0.38407788,0.038274307,0.20581025,0.07185833,0.051536143,"Discovery"
"712","201407211 DIFF.ndpi.h7.jpg","201407211","DIFF",0.0018708549,0.3711822,0.13894252,0.0829834,0.23278154,2.2144659,0.0015454877,0.03808917,0.05351724,0.0012335632,0.26748934,0.013270921,0.0008642485,0.0020123962,0.006901449,0.2328935,0.04086143,0.36171722,1.9062424,0.605595,0.0033447908,0.4026276,2.5281706,0.048390497,0.21853353,0.31449533,0.016883858,0.0007184481,0.011243611,0.019124182,0.36232832,0.615036,0.000468119,0.21428496,0.30286717,0.75503594,0.05974564,0.17798136,0.12867494,0.011522586,"Discovery"
"713","201407211 DIFF.ndpi.h8.jpg","201407211","DIFF",0.0031017382,0.055549044,0.044300538,0.5772489,0.17684807,1.1144596,0,0.029585037,0.041089203,0.0024971573,0.1394539,0.024179412,0.0008078446,0.0027849851,0.008851525,0.22180349,0.08229916,0.16530737,0.33272135,0.49220598,0.0027585062,0.4628005,2.5851235,0.025945505,0.022535011,0.20283349,0.26123467,0.001364715,0.009698024,0.013830226,0.44387114,0.5266264,0.0013615991,0.34161526,0.08492158,0.71460056,0.047040734,0.34431046,0.21268375,0.16278575,"Discovery"
"714","201407211 DIFF.ndpi.h9.jpg","201407211","DIFF",0.0014868816,0.090520926,0,0.025471227,0.024672,2.1260664,0.002364694,0.019730669,0.059380613,0.0013781859,0.25166234,0.02244891,0.0014807263,0.0034753212,0.0077551864,0.06917394,0.022896428,0.027848596,0.6079046,0.10022745,0.0024480852,0.8484738,2.558903,0.029272927,0.24791186,0.47510266,0.011088572,0.0007141796,0.011764296,0.017521705,0.43277165,1.2401354,0.00087433774,0.35757378,0.2753137,0.6003509,0.05732481,0.0058794413,0.11432755,0.014137336,"Discovery"
"715","201407526 IMM.ndpi.h1.jpg","201407526","IMM",0.0019752898,0.28805184,0.66790557,0.47544822,0.06796399,2.3222249,0.002172621,0.10837662,0.04977742,0.00019052807,0.18693466,0.020129135,0.0010364329,0.0029836881,0.0043014167,0.1853864,0.06946916,0.4318403,0.70175916,0.7307048,0.0065133604,1.0743196,2.46185,0.046592757,0.45033398,0.2303866,0.036487997,0.00093997794,0.0061148005,0.025344325,0.17643386,0.2179147,0.0011054311,0.058056377,0.5868053,0.30289063,0.036056854,0.29415166,0.049818028,0.09274483,"Discovery"
"716","201407526 IMM.ndpi.h10.jpg","201407526","IMM",0.0018183396,0.21616368,0.7002511,0.8307594,0.11884563,0.7493677,0,0.01127979,0.048486967,0,0.30882412,0.02663906,0.0008610833,0.0020412677,0.014812381,0.048585802,0.05328644,0.18663809,0.2005118,0.21789512,0.0027432956,1.3377494,2.321152,0.026060475,0.27325526,0.51505065,0.44541737,0.00093391247,0.015560358,0.018576615,0.6970156,1.5913204,0.0025557964,0.27414834,1.0310982,0.2622602,0.01697618,0.008468418,0.009192243,0.037922155,"Discovery"
"717","201407526 IMM.ndpi.h11.jpg","201407526","IMM",0.0023096441,0.04392098,0,0.095838614,0.034970388,2.2297778,0.0010153906,0.06531417,0.052859288,0,0.33683318,0.029896865,0.0013294196,0.0030960052,0.01037699,0.082175635,0.033391602,0.18981224,0.29494283,0.039171234,0.0020180442,0,2.3636367,0.035768792,0.10053744,0.4012908,0.304263,0.0012745337,0.009732302,0.028903864,0.5876716,0.99150294,0.0014864535,0.34737557,1.5757482,0.32419753,0.0214773,0.013069525,0.03276892,0.0016904172,"Discovery"
"718","201407526 IMM.ndpi.h12.jpg","201407526","IMM",0.0017908404,0.4620476,0.0021604288,0.24106263,0.08951118,1.2272917,0.0013005636,0,0.04346218,0,0.27587584,0.02246213,0.0016197985,0.002120357,0.007076573,0.09833791,0.024757741,0.11872398,0.7844257,0.6334739,9.595203e-05,2.011342,2.3832583,0.026025448,0.115581095,0.6125528,0.2668306,0.0013084734,0.013781215,0.032097094,0.6136136,1.0193106,0.00229835,1.0971572,1.0810231,0.3300137,0.028642893,0,0.06119374,0,"Discovery"
"719","201407526 IMM.ndpi.h13.jpg","201407526","IMM",0.0027302355,0.6388149,0.0789242,0.033676896,0.043124083,1.3508052,0,0.13708688,0.053192493,0,0.16665459,0.02110011,0.000992818,0.0025095933,0.009190701,0.101299785,0.07483438,0.80190843,2.2607927,0.34050295,0.0031368358,1.449965,2.418135,0.03490202,0.62161005,0.3341161,0.057743713,0.0016625355,0.009967363,0.022466086,0.28293422,0.50330424,0.001289698,0.83249277,0.19779128,0.2709435,0.02901662,0.084394775,0.074150436,0.034644928,"Discovery"
"720","201407526 IMM.ndpi.h14.jpg","201407526","IMM",0.0026163748,0.23914173,0.008022688,0.62459755,0.07766342,1.2530094,0,0.05287795,0.04364937,0,0.25328282,0.026011735,0.0015801145,0.003061857,0.013811575,0.05388088,0.011878293,0.026777674,0.14502397,0.081166595,0.0038376807,0,2.3847997,0.034944903,0.12823413,0.50530505,0.27341458,0.0010261157,0.01131846,0.026875602,0.60916525,1.3531893,0.0022218896,0.043009687,1.3846093,0.26725146,0.03792582,0.122445464,0.04931553,0.015334956,"Discovery"
"721","201407526 IMM.ndpi.h15.jpg","201407526","IMM",0.0014025928,0.50006217,0.4685571,0.8860754,0.014899978,0.91453165,0,0.011193191,0.040929735,0,0.2730055,0.023972716,0.0012651775,0.0026252577,0.01494412,0.07120245,0.006728477,0.059013624,0.27420303,0.15054396,0.001595826,0.76916903,2.4125051,0.028833555,0.05121067,0.48498115,0.35643333,0.00135182,0.0070212716,0.021896465,0.70981115,1.6518164,0.0016623088,0.14821173,1.4150028,0.33139077,0.014446311,0.0012686918,0.022233034,0.00039013597,"Discovery"
"722","201407526 IMM.ndpi.h16.jpg","201407526","IMM",0.0026952468,0.25658008,0,0.1451829,0.1921589,1.4759156,0,0.014380756,0.046467364,0,0.2761987,0.024847237,0.0014784754,0.0028724112,0.012905604,0.11319074,0.040342778,0.1370609,0.2379937,0.15751359,0.0007506599,0.18919253,2.3159366,0.02992221,0.021597546,0.473321,0.25126308,0.0016517277,0.012245628,0.025958326,0.5801991,1.5980363,0.0011772852,0.07536578,1.9322671,0.32610023,0.018360661,0,0.034575198,0,"Discovery"
"723","201407526 IMM.ndpi.h17.jpg","201407526","IMM",0.0033175978,0.46266595,0.84709936,0.3912761,0.05364776,1.4125051,0,0.123002075,0.041729894,0,0.3251979,0.028574143,0.0017183126,0.0025474585,0.015261947,0.11987511,0.024492241,0.018748812,0.72116685,0.024653682,0.0038300804,0,2.3923185,0.042407688,0.027216353,0.4809905,0.22797252,0.0016605195,0.012109187,0.02697464,0.6366313,1.8529309,0.002349972,0.056630954,2.2863646,0.41831663,0.026523473,0.034260247,0.019476505,0.070496485,"Discovery"
"724","201407526 IMM.ndpi.h18.jpg","201407526","IMM",0.0016380689,1.0713956,0.24726595,0.20980264,0.18156898,1.4267411,0,0.00094129785,0.04524121,0.0025998014,0.25539678,0.020660281,0.0015983979,0.002232582,0.0030672557,0.13985749,0.05734759,0.23197867,0.79750633,0.3975187,0.002216783,2.3562663,2.5698957,0.0411747,0.2029628,0.4602501,0,0.00043198603,0.015461492,0.012110138,0.34882605,0.3472418,0.0005369378,0.011068692,0.17131013,0.6503503,0.05528273,0.039646674,0.09092427,0.060728695,"Discovery"
"725","201407526 IMM.ndpi.h19.jpg","201407526","IMM",0.0027177138,0.24362034,0.0073610093,0.36439723,0.0699864,1.7047344,0.00011594928,0.04931915,0.040004034,0,0.2638039,0.026787413,0.0013644574,0.0025569869,0.012853292,0.12424688,0.020017996,0.110344365,0.7957495,0.040921174,0.0021669194,0.3431281,2.4145362,0.034029067,0.14512663,0.5298321,0.25854015,0.0014137697,0.012790877,0.017533794,0.7099282,2.007146,0.00177536,0.3557088,0.79218554,0.39704832,0.029051691,0.025759274,0.036403682,0.013652364,"Discovery"
"726","201407526 IMM.ndpi.h2.jpg","201407526","IMM",0.001900573,0.7269398,0.100213975,0.47588032,0.024463365,1.56986,0.0016613688,0.10108655,0.042441987,0,0.16118757,0.02590006,0.0011467177,0.0024273791,0.011479665,0.13278104,0.053296927,0.03026005,0.85729456,0.4935671,0.0034997067,1.1424364,2.3315039,0.028122054,1.6961224,0.278194,0.012032684,0.0012735069,0.010597722,0.029678777,0.40472913,0.6048863,0.0008478915,0.9751412,0.1622535,0.3772157,0.04777537,0.2095033,0.061941735,0.18874042,"Discovery"
"727","201407526 IMM.ndpi.h20.jpg","201407526","IMM",0.0021038782,0.17167746,0.16796564,0.35020232,0.043844014,2.1138318,0,0.018948687,0.04584462,0,0.42834392,0.027740987,0.0015095711,0.0028747402,0.010916004,0.085719936,0.0004897813,0.06741354,0.41650337,0.0608263,0.0012920009,0.0024850722,2.3030298,0.035567533,0.006156644,0.4294178,0.06722501,0.00121109,0.014326631,0.0235057,0.6569848,1.5989065,0.0021818958,0.32392433,1.364558,0.20125118,0.017635278,0.0162748,0.0063587665,0.033531982,"Discovery"
"728","201407526 IMM.ndpi.h21.jpg","201407526","IMM",0.002125808,0.71266013,0.66735494,0.1502305,0.3633564,1.1532756,0.0002581246,0.0016190391,0.049252495,0.0023205522,0.28833762,0.026750127,0.0011243988,0.001990989,0.005834653,0.112537004,0.050953723,0.009149021,0.1116885,0.01081539,0.003310116,2.718358,2.5250714,0.03359148,0.03726808,0.6564321,0.022623308,0.0006096664,0.012218681,0.014938318,0.34519744,0.20253111,0.0005011637,0.064728834,0.18812783,0.51436657,0.040315486,0.053776722,0.097433746,0.015662296,"Discovery"
"729","201407526 IMM.ndpi.h22.jpg","201407526","IMM",0.0017371596,0.08660932,0.12516817,0.10186644,0.043717254,1.8747207,0,0.012348969,0.042882636,0,0.37238848,0.032670513,0.0014858516,0.003193184,0.0115128225,0.04181321,0,0.19082814,0.35330594,0.18121025,0.00030144828,0.109688416,2.3289034,0.028847044,0.004275724,0.46582896,0.1167403,0.0013921197,0.012627096,0.027603902,0.6753383,1.2361885,0.0018799411,0.31481043,1.3113623,0.2391397,0.023298392,0,0.0032925417,0.0002484241,"Discovery"
"730","201407526 IMM.ndpi.h23.jpg","201407526","IMM",0.0038684646,0.5405237,0.34250936,0.21970293,0.021335352,1.1023046,0,0.045025114,0.047646716,0,0.23215264,0.028877638,0.0013607638,0.0031646404,0.007949093,0.17382011,0.02586462,0.0011970773,0.28681287,0.10719383,0.0007266151,0.049634308,2.3606215,0.033808183,0.046895366,0.44516045,0.105568275,0.001482266,0.008162092,0.02621444,0.5064809,1.237303,0.0017163774,0.47860762,1.8274878,0.36951685,0.026963409,0.1470707,0.06799539,0.001703529,"Discovery"
"731","201407526 IMM.ndpi.h24.jpg","201407526","IMM",0.003286029,0.5272871,0.65668726,0.3414928,0.067669146,1.4359014,0,0.04293705,0.041825056,0,0.32652354,0.023093054,0.0010974625,0.0029126164,0.009966653,0.12756099,0.03932175,0.37626195,1.6959769,0.27168754,0.0018582111,0.41370612,2.3574612,0.03210923,0.21008612,0.3314681,0.066532575,0.0009489337,0.013732605,0.028788818,0.58201504,1.1266598,0.0015699463,1.1759729,0.3701215,0.2785477,0.033273906,0.1214626,0.05664004,0.0083197905,"Discovery"
"732","201407526 IMM.ndpi.h25.jpg","201407526","IMM",0.0012906278,0.40373164,0.68588424,0.18832372,0.21545626,1.7013657,0,0.031545334,0.048517127,0.0014872502,0.13393338,0.018709246,0.0013566301,0.0025566479,0.0033710953,0.10845036,0.012907095,0.08063799,0.8159349,0.7259514,0.0056260065,3.0997171,2.547104,0.037868116,0.49894673,0.5186126,0.002709666,0.00063560676,0.015749756,0.011054003,0.3006107,0.17909504,0.00071041915,0.019251285,0.23516625,0.78969085,0.048734758,0.14663942,0.11476066,0.0728355,"Discovery"
